"interaction","name","selected","shared interaction","shared name","start_year"
"Member","CCP (Member) 饒漱石","false","Member","CCP (Member) 饒漱石","1925"
"Head","CCP (Head) 饒漱石","false","Head","CCP (Head) 饒漱石","1939"
"Central Committee Member","CCP (Central Committee Member) 饒漱石","false","Central Committee Member","CCP (Central Committee Member) 饒漱石","1945"
"Chairman","CCP (Chairman) 饒漱石","false","Chairman","CCP (Chairman) 饒漱石","1949"
"First Secretary","CCP (First Secretary) 饒漱石","false","First Secretary","CCP (First Secretary) 饒漱石","1949"
"Political Commissar","CCP (Political Commissar) 饒漱石","false","Political Commissar","CCP (Political Commissar) 饒漱石","1949"
"Secretary","CCP (Secretary) 饒漱石","false","Secretary","CCP (Secretary) 饒漱石","1949"
"Member","CCP (Member) 任弼時","false","Member","CCP (Member) 任弼時","1922"
"Member","CCP (Member) 任弼時","false","Member","CCP (Member) 任弼時","1925"
"Member","CCP (Member) 任弼時","false","Member","CCP (Member) 任弼時","1927"
"Secretary","CCP (Secretary) 任弼時","false","Secretary","CCP (Secretary) 任弼時","1930"
"Head","CCP (Head) 任弼時","false","Head","CCP (Head) 任弼時","1931"
"Political Bureau Member","CCP (Political Bureau Member) 任弼時","false","Political Bureau Member","CCP (Political Bureau Member) 任弼時","1931"
"Secretary","CCP (Secretary) 任弼時","false","Secretary","CCP (Secretary) 任弼時","1933"
"Head","CCP (Head) 任弼時","false","Head","CCP (Head) 任弼時","1940"
"Member","CCP (Member) 任弼時","false","Member","CCP (Member) 任弼時","1940"
"Member","CCP (Member) 賽福鼎","false","Member","CCP (Member) 賽福鼎","1949"
"Member","CCP (Member) 賽福鼎","false","Member","CCP (Member) 賽福鼎","1950"
"Secretary","CCP (Secretary) 賽福鼎","false","Secretary","CCP (Secretary) 賽福鼎","1954"
"Alternate Member","CCP (Alternate Member) 賽福鼎","false","Alternate Member","CCP (Alternate Member) 賽福鼎","1956"
"Member","CCP (Member) 沈澤民","false","Member","CCP (Member) 沈澤民","1921"
"Head","CCP (Head) 沈澤民","false","Head","CCP (Head) 沈澤民","1931"
"Member","CCP (Member) 沈澤民","false","Member","CCP (Member) 沈澤民","1931"
"Secretary General","CCP (Secretary General) 沈澤民","false","Secretary General","CCP (Secretary General) 沈澤民","1931"
"Member","CCP (Member) 蘇兆徵","false","Member","CCP (Member) 蘇兆徵","1925"
"Member","CCP (Member) 蘇兆徵","false","Member","CCP (Member) 蘇兆徵","1925"
"Member","CCP (Member) 蘇兆徵","false","Member","CCP (Member) 蘇兆徵","1927"
"Committee Member","CCP (Committee Member) 譚平山","false","Committee Member","CCP (Committee Member) 譚平山","1927"
"Personal Secretary","CCP (Personal Secretary) 譚政","false","Personal Secretary","CCP (Personal Secretary) 譚政","1927"
"Member","CCP (Member) 譚震林","false","Member","CCP (Member) 譚震林","1926"
"Secretary","CCP (Secretary) 譚震林","false","Secretary","CCP (Secretary) 譚震林","1944"
"Central Committee Member","CCP (Central Committee Member) 譚震林","false","Central Committee Member","CCP (Central Committee Member) 譚震林","1945"
"Vice Chairman","CCP (Vice Chairman) 譚震林","false","Vice Chairman","CCP (Vice Chairman) 譚震林","1952"
"Secretariat Member","CCP (Secretariat Member) 譚震林","false","Secretariat Member","CCP (Secretariat Member) 譚震林","1956"
"Political Bureau Member","CCP (Political Bureau Member) 譚震林","false","Political Bureau Member","CCP (Political Bureau Member) 譚震林","1958"
"Member","CCP (Member) 田漢","false","Member","CCP (Member) 田漢","1931"
"Alternate Member","CCP (Alternate Member) 烏蘭夫","false","Alternate Member","CCP (Alternate Member) 烏蘭夫","1945"
"Member","CCP (Member) 烏蘭夫","false","Member","CCP (Member) 烏蘭夫","1956"
"Member","CCP (Member) 王明","false","Member","CCP (Member) 王明","1925"
"Secretary General","CCP (Secretary General) 王明","false","Secretary General","CCP (Secretary General) 王明","1928"
"Member","CCP (Member) 王明","false","Member","CCP (Member) 王明","1945"
"Head","CCP (Head) 王若飛","false","Head","CCP (Head) 王若飛","1922"
"Central Committee Member","CCP (Central Committee Member) 王若飛","false","Central Committee Member","CCP (Central Committee Member) 王若飛","1927"
"Member","CCP (Member) 王震","false","Member","CCP (Member) 王震","1927"
"Member","CCP (Member) 伍修權","false","Member","CCP (Member) 伍修權","1927"
"Member","CCP (Member) 吳玉章","false","Member","CCP (Member) 吳玉章","1925"
"Central Committee Member","CCP (Central Committee Member) 吳玉章","false","Central Committee Member","CCP (Central Committee Member) 吳玉章","1945"
"Member","CCP (Member) 吳玉章","false","Member","CCP (Member) 吳玉章","1954"
"Central Committee Member","CCP (Central Committee Member) 向警予","false","Central Committee Member","CCP (Central Committee Member) 向警予","1922"
"Member","CCP (Member) 項英","false","Member","CCP (Member) 項英","1923"
"Central Committee Member","CCP (Central Committee Member) 項英","false","Central Committee Member","CCP (Central Committee Member) 項英","1928"
"Member","CCP (Member) 項英","false","Member","CCP (Member) 項英","1928"
"Member","CCP (Member) 項英","false","Member","CCP (Member) 項英","1931"
"Secretary General","CCP (Secretary General) 項英","false","Secretary General","CCP (Secretary General) 項英","1931"
"Secretary","CCP (Secretary) 項英","false","Secretary","CCP (Secretary) 項英","1938"
"Labor Organizer","CCP (Labor Organizer) 向忠發","false","Labor Organizer","CCP (Labor Organizer) 向忠發","1922"
"Central Committee Member","CCP (Central Committee Member) 向忠發","false","Central Committee Member","CCP (Central Committee Member) 向忠發","1927"
"Secretary General","CCP (Secretary General) 向忠發","false","Secretary General","CCP (Secretary General) 向忠發","1928"
"Deputy Secretary","CCP (Deputy Secretary) 蕭華","false","Deputy Secretary","CCP (Deputy Secretary) 蕭華","1954"
"Central Committee Member","CCP (Central Committee Member) 蕭華","false","Central Committee Member","CCP (Central Committee Member) 蕭華","1956"
"Political Officer","CCP (Political Officer) 蕭華","false","Political Officer","CCP (Political Officer) 蕭華",
"Chief of Staff","CCP (Chief of Staff) 蕭克","false","Chief of Staff","CCP (Chief of Staff) 蕭克","1949"
"Company Commander","CCP (Company Commander) 蕭克","false","Company Commander","CCP (Company Commander) 蕭克","1927"
"Member","CCP (Member) 謝覺哉","false","Member","CCP (Member) 謝覺哉","1925"
"Secretary","CCP (Secretary) 謝覺哉","false","Secretary","CCP (Secretary) 謝覺哉","1938"
"Alternate Member","CCP (Alternate Member) 謝覺哉","false","Alternate Member","CCP (Alternate Member) 謝覺哉","1956"
"Vice President","CCP (Vice President) 謝覺哉","false","Vice President","CCP (Vice President) 謝覺哉","1954"
"Member","CCP (Member) 許廣平","false","Member","CCP (Member) 許廣平",
"Member","CCP (Member) 徐海東","false","Member","CCP (Member) 徐海東","1939"
"Member","CCP (Member) 徐特立","false","Member","CCP (Member) 徐特立","1927"
"Deputy Director","CCP (Deputy Director) 徐特立","false","Deputy Director","CCP (Deputy Director) 徐特立","1947"
"Deputy Director","CCP (Deputy Director) 徐特立","false","Deputy Director","CCP (Deputy Director) 徐特立","1947"
"Member","CCP (Member) 葉劍英","false","Member","CCP (Member) 葉劍英","1927"
"Member","CCP (Member) 葉劍英","false","Member","CCP (Member) 葉劍英","1945"
"Chief","CCP (Chief) 葉劍英","false","Chief","CCP (Chief) 葉劍英","1946"
"Member","CCP (Member) 葉劍英","false","Member","CCP (Member) 葉劍英","1966"
"Member","CCP (Member) 郁達夫","false","Member","CCP (Member) 郁達夫","1937"
"Central Committee Member","CCP (Central Committee Member) 王家祥","false","Central Committee Member","CCP (Central Committee Member) 王家祥","1931"
"Alternate Member","CCP (Alternate Member) 王家祥","false","Alternate Member","CCP (Alternate Member) 王家祥","1945"
"Member","CCP (Member) 王家祥","false","Member","CCP (Member) 王家祥","1946"
"Secretariat Member","CCP (Secretariat Member) 王家祥","false","Secretariat Member","CCP (Secretariat Member) 王家祥","1956"
"Secretary","CCP (Secretary) 王家祥","false","Secretary","CCP (Secretary) 王家祥","1956"
"Member","CCP (Member) 章伯鈞","false","Member","CCP (Member) 章伯鈞","1923"
"Member","CCP (Member) 張國燾","false","Member","CCP (Member) 張國燾","1927"
"Secretary","CCP (Secretary) 張太雷","false","Secretary","CCP (Secretary) 張太雷","1926"
"Secretary","CCP (Secretary) 張太雷","false","Secretary","CCP (Secretary) 張太雷","1926"
"Head","CCP (Head) 張太雷","false","Head","CCP (Head) 張太雷","1927"
"Secretary","CCP (Secretary) 張太雷","false","Secretary","CCP (Secretary) 張太雷","1927"
"Commissioner","CCP (Commissioner) 張太雷","false","Commissioner","CCP (Commissioner) 張太雷","1927"
"Member","CCP (Member) 張聞天","false","Member","CCP (Member) 張聞天","1925"
"Head","CCP (Head) 張聞天","false","Head","CCP (Head) 張聞天","1931"
"Head","CCP (Head) 張聞天","false","Head","CCP (Head) 張聞天","1931"
"Member","CCP (Member) 張聞天","false","Member","CCP (Member) 張聞天","1931"
"Member","CCP (Member) 張聞天","false","Member","CCP (Member) 張聞天","1931"
"Director","CCP (Director) 張聞天","false","Director","CCP (Director) 張聞天","1945"
"Secretary","CCP (Secretary) 張聞天","false","Secretary","CCP (Secretary) 張聞天","1949"
"Member","CCP (Member) 張聞天","false","Member","CCP (Member) 張聞天","1951"
"Central Committee Member","China Democratic League (Central Committee Member) 費孝通","false","Central Committee Member","China Democratic League (Central Committee Member) 費孝通","1956"
"Central Committee Member","CCP (Central Committee Member) 趙世炎","false","Central Committee Member","CCP (Central Committee Member) 趙世炎","1927"
"Chairman","China Democratic League (Chairman) 黃炎培","false","Chairman","China Democratic League (Chairman) 黃炎培","1944"
"Secretary","CCP (Secretary) 周保中","false","Secretary","CCP (Secretary) 周保中","1936"
"Deputy Chairman","China Democratic League (Deputy Chairman) 李璜","false","Deputy Chairman","China Democratic League (Deputy Chairman) 李璜","1941"
"Political Bureau Member","CCP (Political Bureau Member) 周恩來","false","Political Bureau Member","CCP (Political Bureau Member) 周恩來","1927"
"Head","China Democratic League (Head) 羅隆基","false","Head","China Democratic League (Head) 羅隆基","1944"
"Deputy","CCP (Deputy) 周恩來","false","Deputy","CCP (Deputy) 周恩來","1935"
"Member","China Democratic League (Member) 錢端升","false","Member","China Democratic League (Member) 錢端升","1952"
"Secretariat Member","CCP (Secretariat Member) 周恩來","false","Secretariat Member","CCP (Secretariat Member) 周恩來","1945"
"Member","China Democratic League (Member) 沈鈞儒","false","Member","China Democratic League (Member) 沈鈞儒","1941"
"Standing Committee Member","CCP (Standing Committee Member) 周恩來","false","Standing Committee Member","CCP (Standing Committee Member) 周恩來","1945"
"Chairman","China Democratic League (Chairman) 沈鈞儒","false","Chairman","China Democratic League (Chairman) 沈鈞儒","1956"
"Vice Chairman","CCP (Vice Chairman) 周恩來","false","Vice Chairman","CCP (Vice Chairman) 周恩來","1956"
"Leader","China Democratic League (Leader) 聞家驊","false","Leader","China Democratic League (Leader) 聞家驊","1937"
"Chairman","CCP (Chairman) 朱德","false","Chairman","CCP (Chairman) 朱德","1931"
"Chairman","China Democratic League (Chairman) 章伯鈞","false","Chairman","China Democratic League (Chairman) 章伯鈞","1945"
"Member","CCP (Member) 朱德","false","Member","CCP (Member) 朱德","1934"
"Secretary General","China Democratic League (Secretary General) 章伯鈞","false","Secretary General","China Democratic League (Secretary General) 章伯鈞","1926"
"Central Committee Member","CCP (Central Committee Member) 朱德","false","Central Committee Member","CCP (Central Committee Member) 朱德","1956"
"Secretary General","China Democratic League (Secretary General) 張東蓀","false","Secretary General","China Democratic League (Secretary General) 張東蓀","1946"
"Member","CCP (Member) 朱學範","false","Member","CCP (Member) 朱學範","1948"
"Central Committee Member","China Democratic League (Central Committee Member) 張嘉森","false","Central Committee Member","China Democratic League (Central Committee Member) 張嘉森","1945"
"Member","CCP (Member) 左權","false","Member","CCP (Member) 左權","1926"
"Head","China Democratic League (Head) 張嘉森","false","Head","China Democratic League (Head) 張嘉森","1945"
"Central Committee Member","Revolutionary Committee of the Guomindang (Central Committee Member) 馮玉祥","false","Central Committee Member","Revolutionary Committee of the Guomindang (Central Committee Member) 馮玉祥","1948"
"Member","Political Council (Member) 白崇禧","false","Member","Political Council (Member) 白崇禧","1928"
"Member","Political Council (Member) 蔡鍔","false","Member","Political Council (Member) 蔡鍔","1914"
"Chairman","Political Council (Chairman) 李宗仁","false","Chairman","Political Council (Chairman) 李宗仁","1927"
"Member","Political Council (Member) 商震","false","Member","Political Council (Member) 商震","1928"
"Political Council Member","Political Council (Political Council Member) 邵元沖","false","Political Council Member","Political Council (Political Council Member) 邵元沖","1924"
"Presidium Member","Political Council (Presidium Member) 譚平山","false","Presidium Member","Political Council (Presidium Member) 譚平山","1927"
"Head","Political Council (Head) 閻錫山","false","Head","Political Council (Head) 閻錫山","1928"
"Reserve Member","Sun Yat-sen's Provisional Central Executive Committee (Reserve Member) 馮自由","false","Reserve Member","Sun Yat-sen's Provisional Central Executive Committee (Reserve Member) 馮自由","1923"
"Deputy Chief","National Revolutionary Army (Deputy Chief) 白崇禧","false","Deputy Chief","National Revolutionary Army (Deputy Chief) 白崇禧","1926"
"Commander","National Revolutionary Army (Commander) 陳誠","false","Commander","National Revolutionary Army (Commander) 陳誠","1925"
"Commander in Chief","National Revolutionary Army (Commander in Chief) 陳立夫","false","Commander in Chief","National Revolutionary Army (Commander in Chief) 陳立夫","1926"
"Commander","National Revolutionary Army (Commander) 程潛","false","Commander","National Revolutionary Army (Commander) 程潛","1926"
"Commander","National Revolutionary Army (Commander) 程潛","false","Commander","National Revolutionary Army (Commander) 程潛","1927"
"Commander","National Revolutionary Army (Commander) 韓複榘","false","Commander","National Revolutionary Army (Commander) 韓複榘","1927"
"Officer","National Revolutionary Army (Officer) 黃克誠","false","Officer","National Revolutionary Army (Officer) 黃克誠","1926"
"Commander","National Revolutionary Army (Commander) 蔣介石","false","Commander","National Revolutionary Army (Commander) 蔣介石","1925"
"Head","National Revolutionary Army (Head) 李富春","false","Head","National Revolutionary Army (Head) 李富春","1926"
"Commander","National Revolutionary Army (Commander) 李宗仁","false","Commander","National Revolutionary Army (Commander) 李宗仁","1927"
"Commander","National Revolutionary Army (Commander) 馬鴻賓","false","Commander","National Revolutionary Army (Commander) 馬鴻賓","1927"
"Officer","National Revolutionary Army (Officer) 粟裕","false","Officer","National Revolutionary Army (Officer) 粟裕","1926"
"Staff Officer","National Revolutionary Army (Staff Officer) 湯恩伯","false","Staff Officer","National Revolutionary Army (Staff Officer) 湯恩伯","1927"
"Chief","National Revolutionary Army (Chief) 章伯鈞","false","Chief","National Revolutionary Army (Chief) 章伯鈞",
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 白崇禧","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 白崇禧","1931"
"Central Committee Member","Guomindang (Central Committee Member) 白雲梯","false","Central Committee Member","Guomindang (Central Committee Member) 白雲梯","1924"
"Director","Guomindang (Director) 鮑爾漢","false","Director","Guomindang (Director) 鮑爾漢","1947"
"Alternate Member","Guomindang (Alternate Member) 蔡元培","false","Alternate Member","Guomindang (Alternate Member) 蔡元培","1924"
"Member","Guomindang (Member) 陳誠","false","Member","Guomindang (Member) 陳誠","1950"
"Member","Guomindang (Member) 陳誠","false","Member","Guomindang (Member) 陳誠","1952"
"Chief","Guomindang (Chief) 陳公博","false","Chief","Guomindang (Chief) 陳公博","1925"
"Member","Guomindang (Member) 陳公博","false","Member","Guomindang (Member) 陳公博","1925"
"Head","Guomindang (Head) 陳果夫","false","Head","Guomindang (Head) 陳果夫","1926"
"Chairman","Guomindang (Chairman) 陳果夫","false","Chairman","Guomindang (Chairman) 陳果夫","1945"
"Dean","Guomindang (Dean) 陳果夫","false","Dean","Guomindang (Dean) 陳果夫","1939"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳濟棠","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳濟棠","1930"
"Standing Committee Member","Guomindang (Standing Committee Member) 陳濟棠","false","Standing Committee Member","Guomindang (Standing Committee Member) 陳濟棠","1942"
"Director","Guomindang (Director) 陳立夫","false","Director","Guomindang (Director) 陳立夫","1928"
"Secretary General","Guomindang (Secretary General) 陳立夫","false","Secretary General","Guomindang (Secretary General) 陳立夫","1929"
"Member","Guomindang (Member) 陳立夫","false","Member","Guomindang (Member) 陳立夫","1929"
"Standing Committee Member","Guomindang (Standing Committee Member) 陳立夫","false","Standing Committee Member","Guomindang (Standing Committee Member) 陳立夫","1935"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳紹寬","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳紹寬","1935"
"Member","Guomindang (Member) 陳紹寬","false","Member","Guomindang (Member) 陳紹寬","1935"
"Member","Socialist Youth League (Member) 関向應","false","Member","Socialist Youth League (Member) 関向應","1922"
"Director","Guomindang (Director) 陳樹人","false","Director","Guomindang (Director) 陳樹人","1923"
"Member","Socialist Youth League (Member) 羅綺園","false","Member","Socialist Youth League (Member) 羅綺園","1921"
"Director","Guomindang (Director) 陳樹人","false","Director","Guomindang (Director) 陳樹人","1923"
"Member","Socialist Youth League (Member) 彭述之","false","Member","Socialist Youth League (Member) 彭述之","1920"
"Member","Guomindang (Member) 陳樹人","false","Member","Guomindang (Member) 陳樹人","1945"
"Secretary General","Socialist Youth League (Secretary General) 張太雷","false","Secretary General","Socialist Youth League (Secretary General) 張太雷","1923"
"Member","Guomindang (Member) 陳毅","false","Member","Guomindang (Member) 陳毅","1923"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳友仁","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳友仁","1926"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳友仁","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 陳友仁","1928"
"Central Political Council Member","Guomindang (Central Political Council Member) 陳友仁","false","Central Political Council Member","Guomindang (Central Political Council Member) 陳友仁","1928"
"Official","Guomindang (Official) 陳友仁","false","Official","Guomindang (Official) 陳友仁","1928"
"Member","Guomindang (Member) 程天放","false","Member","Guomindang (Member) 程天放","1921"
"Head","Guomindang (Head) 程天放","false","Head","Guomindang (Head) 程天放","1923"
"Member","Guomindang (Member) 程天放","false","Member","Guomindang (Member) 程天放","1926"
"Deputy Director","Guomindang (Deputy Director) 程天放","false","Deputy Director","Guomindang (Deputy Director) 程天放","1931"
"Member","Guomindang (Member) 程天放","false","Member","Guomindang (Member) 程天放","1935"
"Director","Guomindang (Director) 程天放","false","Director","Guomindang (Director) 程天放","1949"
"Alternate Member","Guomindang (Alternate Member) 褚民誼","false","Alternate Member","Guomindang (Alternate Member) 褚民誼","1926"
"Member","Guomindang (Member) 褚民誼","false","Member","Guomindang (Member) 褚民誼","1928"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 戴季陶","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 戴季陶","1924"
"UND","Guomindang (UND) 戴季陶","false","UND","Guomindang (UND) 戴季陶","1924"
"Secretary","Guomindang (Secretary) 戴季陶","false","Secretary","Guomindang (Secretary) 戴季陶","1928"
"Standing Committee Member","Guomindang (Standing Committee Member) 戴季陶","false","Standing Committee Member","Guomindang (Standing Committee Member) 戴季陶","1928"
"Member","East China Military and Administrative Committee (Member) 郭化若","false","Member","East China Military and Administrative Committee (Member) 郭化若",
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 戴笠","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 戴笠","1945"
"Member","East China Military and Administrative Committee (Member) 康生","false","Member","East China Military and Administrative Committee (Member) 康生","1950"
"Alternate Member","Guomindang (Alternate Member) 鄧演達","false","Alternate Member","Guomindang (Alternate Member) 鄧演達","1926"
"Member","East China Military and Administrative Committee (Member) 康生","false","Member","East China Military and Administrative Committee (Member) 康生","1950"
"Member","Guomindang (Member) 鄧演達","false","Member","Guomindang (Member) 鄧演達","1927"
"Committee Member","East China Military and Administrative Committee (Committee Member) 王造時","false","Committee Member","East China Military and Administrative Committee (Committee Member) 王造時","1949"
"Member","Guomindang (Member) 鄧穎超","false","Member","Guomindang (Member) 鄧穎超","1924"
"Member","Guomindang (Member) 鄧穎超","false","Member","Guomindang (Member) 鄧穎超","1925"
"Alternate Member","Guomindang (Alternate Member) 鄧穎超","false","Alternate Member","Guomindang (Alternate Member) 鄧穎超","1926"
"Vice Chairman","Guomindang (Vice Chairman) 鄧穎超","false","Vice Chairman","Guomindang (Vice Chairman) 鄧穎超","1927"
"Director","Guomindang (Director) 丁惟汾","false","Director","Guomindang (Director) 丁惟汾","1923"
"Central Committee Member","Guomindang (Central Committee Member) 丁惟汾","false","Central Committee Member","Guomindang (Central Committee Member) 丁惟汾","1924"
"Director","Guomindang (Director) 丁惟汾","false","Director","Guomindang (Director) 丁惟汾","1924"
"Vice Chairman","General Political Department (Vice Chairman) 郭沫若","false","Vice Chairman","General Political Department (Vice Chairman) 郭沫若",
"Director","Guomindang (Director) 丁惟汾","false","Director","Guomindang (Director) 丁惟汾","1926"
"Secretary General","Guomindang (Secretary General) 丁惟汾","false","Secretary General","Guomindang (Secretary General) 丁惟汾","1931"
"Secretary General","Guomindang (Secretary General) 丁惟汾","false","Secretary General","Guomindang (Secretary General) 丁惟汾","1931"
"Dean","Guomindang (Dean) 丁惟汾","false","Dean","Guomindang (Dean) 丁惟汾","1929"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 董顯光","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 董顯光","1945"
"Chairman","Guomindang (Chairman) 段錫朋","false","Chairman","Guomindang (Chairman) 段錫朋","1938"
"Member","Guomindang (Member) 段錫朋","false","Member","Guomindang (Member) 段錫朋","1938"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 傅作義","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 傅作義","1935"
"Member","Guomindang (Member) 甘乃光","false","Member","Guomindang (Member) 甘乃光","1924"
"Member","Guomindang (Member) 甘乃光","false","Member","Guomindang (Member) 甘乃光","1926"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 顧孟餘","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 顧孟餘","1926"
"Head","Guomindang (Head) 顧孟餘","false","Head","Guomindang (Head) 顧孟餘","1927"
"Executive Committee Member","Guomindang (Executive Committee Member) 谷正鼎","false","Executive Committee Member","Guomindang (Executive Committee Member) 谷正鼎","1924"
"Secretary","Guomindang (Secretary) 谷正鼎","false","Secretary","Guomindang (Secretary) 谷正鼎","1928"
"Executive Committee Member","Guomindang (Executive Committee Member) 谷正鼎","false","Executive Committee Member","Guomindang (Executive Committee Member) 谷正鼎","1932"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 谷正鼎","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 谷正鼎","1935"
"Chairman","Guomindang (Chairman) 谷正鼎","false","Chairman","Guomindang (Chairman) 谷正鼎","1944"
"Deputy Director","Guomindang (Deputy Director) 谷正鼎","false","Deputy Director","Guomindang (Deputy Director) 谷正鼎","1946"
"Director","Guomindang (Director) 谷正鼎","false","Director","Guomindang (Director) 谷正鼎","1948"
"Director","Guomindang (Director) 谷正鼎","false","Director","Guomindang (Director) 谷正鼎","1948"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 古正倫","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 古正倫","1935"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 顧祝同","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 顧祝同","1931"
"Member","Guomindang (Member) 郭泰祺","false","Member","Guomindang (Member) 郭泰祺","1932"
"State Council Member","Guomindang (State Council Member) 韓複榘","false","State Council Member","Guomindang (State Council Member) 韓複榘","1928"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 何鍵","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 何鍵","1935"
"Member","Guomindang (Member) 賀耀組","false","Member","Guomindang (Member) 賀耀組","1931"
"Minister","Guomindang (Minister) 賀耀組","false","Minister","Guomindang (Minister) 賀耀組","1949"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 何應欽","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 何應欽","1929"
"Central Political Council Member","Guomindang (Central Political Council Member) 何應欽","false","Central Political Council Member","Guomindang (Central Political Council Member) 何應欽","1929"
"Member","Guomindang (Member) 何應欽","false","Member","Guomindang (Member) 何應欽","1950"
"Member","Guomindang (Member) 賀衷寒","false","Member","Guomindang (Member) 賀衷寒","1935"
"Member","Guomindang (Member) 胡漢民","false","Member","Guomindang (Member) 胡漢民","1924"
"Council Member","Guomindang (Council Member) 胡漢民","false","Council Member","Guomindang (Council Member) 胡漢民","1924"
"Member","Guomindang (Member) 胡漢民","false","Member","Guomindang (Member) 胡漢民","1926"
"Chairman","Guomindang (Chairman) 胡漢民","false","Chairman","Guomindang (Chairman) 胡漢民","1925"
"Member","Guomindang (Member) 胡漢民","false","Member","Guomindang (Member) 胡漢民","1935"
"Alternate Member","Guomindang (Alternate Member) 黃慕松","false","Alternate Member","Guomindang (Alternate Member) 黃慕松","1931"
"Member","Guomindang (Member) 黃少谷","false","Member","Guomindang (Member) 黃少谷","1952"
"Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 黃紹竑","false","Central Supervisory Committee Member","Guomindang (Central Supervisory Committee Member) 黃紹竑","1935"
"Military Councillor","Guomindang (Military Councillor) 蔣介石","false","Military Councillor","Guomindang (Military Councillor) 蔣介石","1925"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 蔣介石","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 蔣介石","1926"
"Member","Central soviet government (Member) 何叔衡","false","Member","Central soviet government (Member) 何叔衡","1931"
"Central Committee Member","Guomindang (Central Committee Member) 蔣經國","false","Central Committee Member","Guomindang (Central Committee Member) 蔣經國","1952"
"Standing Committee Member","Guomindang (Standing Committee Member) 蔣經國","false","Standing Committee Member","Guomindang (Standing Committee Member) 蔣經國","1952"
"Member","Guomindang (Member) 蔣作賓","false","Member","Guomindang (Member) 蔣作賓","1912"
"Member","Guomindang (Member) 蔣作賓","false","Member","Guomindang (Member) 蔣作賓","1931"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 居正","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 居正","1924"
"Standing Committee Member","Guomindang (Standing Committee Member) 居正","false","Standing Committee Member","Guomindang (Standing Committee Member) 居正","1924"
"Standing Committee Member","Guomindang Revolutionary Committee (Standing Committee Member) 何香凝","false","Standing Committee Member","Guomindang Revolutionary Committee (Standing Committee Member) 何香凝","1948"
"Standing Committee Member","Guomindang (Standing Committee Member) 居正","false","Standing Committee Member","Guomindang (Standing Committee Member) 居正","1926"
"Member","Guomindang Revolutionary Committee (Member) 李德全","false","Member","Guomindang Revolutionary Committee (Member) 李德全","1949"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 居正","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 居正","1931"
"Chairman","Guomindang Revolutionary Committee (Chairman) 李濟深","false","Chairman","Guomindang Revolutionary Committee (Chairman) 李濟深","1947"
"Standing Committee Member","Guomindang (Standing Committee Member) 居正","false","Standing Committee Member","Guomindang (Standing Committee Member) 居正","1931"
"Vice Chairman","Guomindang Revolutionary Committee (Vice Chairman) 龍雲","false","Vice Chairman","Guomindang Revolutionary Committee (Vice Chairman) 龍雲","1956"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 孔祥熙","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 孔祥熙","1929"
"Member","Guomindang Revolutionary Committee (Member) 衛立煌","false","Member","Guomindang Revolutionary Committee (Member) 衛立煌","1956"
"Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李大釗","false","Central Executive Committee Member","Guomindang (Central Executive Committee Member) 李大釗","1923"
"Member","Guomindang (Member) 李富春","false","Member","Guomindang (Member) 李富春","1924"
